id,age group,dataset,gender,age,mainCharacter,emotion,activity,situation,expectation,need,mainCharacter_ko,emotion_ko,activity_ko,situation_ko,expectation_ko,need_ko,drawing_time,stroke_count,avg_stroke_length
449,children&Adolescents,train,female,18.0,Child,Sad,I was playing at the playground and got scolded by my mom and I am going home,,,,아이,슬프다,놀이터에서 놀다가 엄마한테 혼나고 집으로 가고있다,,,,05:41,125,7559.72847687257
450,children&Adolescents,test,female,18.0,,Lonely,I'm walking with an umbrella.,,,,,외롭다,우산을 쓰고 걸어가고 있다.,,,,06:29,87,8102.908075161680
451,seniors,test,female,76.0,oneself,Happy,be waiting for someone else,,,,자신,행복하다,다른 사람을 기다리고 있다,,,,05:01,88,6468.54659113697
452,children&Adolescents,train,female,12.0,I,Happy,be in contemplation,,,,나,행복하다,사색하고 있다,,,,11:49,201,22942.401656915700
453,children&Adolescents,train,male,15.0,The person on the left is me,Happy,be on a date in the rain,,,,왼쪽에 있는 사람  나,행복하다,빗속의 데이트 중이다,,,,10:17,175,23710.5167004948
454,adult,test,male,47.0,,,,,,,,,,,,,05:57,170,11631.393139706000
455,children&Adolescents,train,female,17.0,I,Happy,I'm walking to go shopping,,,,나,행복하다,쇼핑하러 걸어가고 있다,,,,04:29,207,9636.851339991260
456,children&Adolescents,train,female,15.0,,,,,,,,,,,,,02:13,79,4737.780064450520
457,children&Adolescents,test,female,12.0,,,,,,,,,,,,,03:30,70,4456.9207960949
458,adult,test,female,26.0,,Glad,,,,,,기쁘다,,,,,10:05,121,13308.073115412700
459,adult,train,female,29.0,,,,,,,,,,,,,02:59,74,8818.40701804607
461,adult,train,male,59.0,a little man in a raincoat and an umbrella,Want to avoid it,. I'm thinking about it's in my head Where shall we go?,,,,우비입고 우산쓴 작은 사람,피하고싶다,. 생각하고있다 어디로갈까?,,,,03:03,69,4703.88466736807
462,children&Adolescents,test,male,12.0,,,,,,,,,,,,,02:04,24,6057.273216624750
464,children&Adolescents,test,female,13.0,One person,Lonely,be sheltering from the rain,,,,한명,외롭다,비를피하고있다,,,,09:19,70,5789.041173637720
465,adult,train,male,29.0,,Glad,,,,,,기쁘다,,,,,15:36,101,17688.041784884400
466,adult,test,female,26.0,,,,,,,,,,,,,06:15,82,6615.767122560800
467,children&Adolescents,train,female,15.0,,,,,,,,,,,,,01:57,54,6249.070446841190
468,children&Adolescents,test,male,15.0,,,,,,,,,,,,,03:50,53,5240.900287626360
469,children&Adolescents,train,female,15.0,,Want to avoid it,I found a puddle in front of me. And I'm looking at it for a moment to move on.,,,,,피하고싶다,눈 앞에 웅덩이를 발견했어요. 그리고 잘 넘어가려고 잠시 살펴보고 있어요.,,,,10:05,144,12733.054261604100
470,children&Adolescents,test,female,15.0,,feel relieved,be singing in the rain,,,,,후련하다 ,비를 맞으며 노래를 부르고 있다 ,,,,09:14,154,12527.536408271900
471,children&Adolescents,train,female,15.0,,I don't feel anything.,I'm looking at a cat in the rain,,,,,아무 기분도 없다.,비 맞는 고양이 보는 중,,,,03:11,104,6740.564758904510
473,children&Adolescents,train,male,15.0,,,,,,,,,,,,,05:27,229,15957.94595395920
475,children&Adolescents,test,female,15.0,,,,,,,,,,,,,03:06,199,11064.991870775500
476,children&Adolescents,train,male,15.0,I,Surprised,A sudden shower is covering the rain with an outer garment and running to find a place to escape from the rain,,,,나 ,당황 놀람,갑자기 소나기가 내려 겉옷으로 비를 가리고 비 피할 곳을 찾아 달려가고 있다 ,,,,01:51,64,8949.12128018702
477,children&Adolescents,train,female,15.0,,It's bearable.,"On my way home from work with an umbrella. The umbrella is small, so it rains.",,,,,참을만하다.,우산을 쓰고 퇴근해서 집에 가는길. 우산이 작아서 비가 들이친다. ,,,,01:24,48,3210.6634456026800
478,children&Adolescents,train,male,15.0,,,,,,,,,,,,,01:03,69,7325.777439977140
479,children&Adolescents,train,female,15.0,,,,,,,,,,,,,12:41,90,19684.8488061238
480,children&Adolescents,test,male,15.0,,,,,,,,,,,,,04:15,70,7386.877017162290
481,children&Adolescents,test,female,13.0,,,,,,,,,,,,,01:44,25,2547.1380120058500
482,children&Adolescents,train,male,12.0,,,,,,,,,,,,,02:30,73,6847.07089172616
483,children&Adolescents,train,male,18.0,I,I am walking without much thought,I am going home with an umbrella,,,,나 ,별생각없이 걷고있다,우산을 쓰고 집에 가고있다,,,,06:10,80,3432.276567126920
484,seniors,test,male,83.0,mother and child,Happy,A mother is walking along the street with her child under an umbrella,,,,엄마와 아이 ,행복하다,엄마가 아이와 함께 우산을 같이 쓰고 길을 걷고 있다 ,,,,06:28,93,8283.306087617480
485,seniors,train,female,77.0,,,,,,,,,,,,,03:20,53,3698.021308109750
486,seniors,train,male,74.0,,,,,,,,,,,,,02:48,37,3287.9836088471600
488,seniors,train,female,72.0,,Lonely,I'm spacing out with an umbrella.,,,,,외롭다,우산을 쓰고 멍 때리고 있다.,,,,05:46,70,5395.8458126148900
500,children&Adolescents,test,female,14.0,an umbrella taker,Happy,The cat is given priority.,,,,우산을 씌워주는 사람,행복하다,고양이에게 우선을 씌워주고 있다.,,,,06:05,67,32430.94850860580
501,children&Adolescents,train,female,15.0,,be at peace,"I am waiting for the bus at the bus stop, avoiding the rain",,,,,평온하다,버스정류장에서 비를 피하며 버스를 기다리고 있다,,,,05:15,136,21736.100614616800
502,adult,train,female,25.0,I,Glad,to be waiting for sb under an umbrella,,,,나,기쁘다,우산을 쓰고 누군가를 기다리고 있다,,,,02:38,74,15207.865725784700
503,adult,train,male,20.0,,Sad,"The umbrella is a little small, so I'm getting rained on.",,,,,슬프다,우산이 조금 작아서 비에 맞고 있다.,,,,03:21,167,18717.062111394800
505,adult,train,female,24.0,,Glad,Waiting for a friend,,,,,기쁘다,친구 기다림,,,,02:19,57,8528.782476419840
506,adult,test,male,21.0,smiling me,Glad,I go home with an umbrella,,,,웃는 나,기쁘다,우산을 쓰고 집에 간다,,,,02:39,77,12422.610894494300
507,adult,train,male,21.0,,Lonely,I'm waiting for my friend with an umbrella,,,,,외롭다,우산을 쓰고 친구를 기다리고 있다,,,,02:03,26,6050.837552567020
508,adult,train,male,21.0,I,Sad,be on one's way home crying,,,,나,슬프다,울면서 집가고 있다,,,,04:21,77,8911.157702068640
510,adult,train,female,26.0,I,Sad,"When I get off the bus, I don't have an umbrella and go home",,,,나,슬프다,버스에서 내리는데 우산이 없고 집에 가고이ㅛ다,,,,05:57,47,7269.628057269480
511,adult,train,female,21.0,,Happy,Walking with an umbrella,,,,,행복하다,우산 쓰고 걷는중,,,,01:52,27,4992.00902692086
512,adult,train,female,21.0,It's one person,Glad,Enjoy the scenery in the rain.,,,,한 명입니다,기쁘다,빗 속의 운치를 즐긴다.,,,,01:23,53,7728.594659241040
513,adult,train,female,20.0,Girl,Happy,He's smiling,,,,여자아이,행복하다,웃고있다,,,,01:40,39,8007.967772878470
514,adult,train,male,29.0,,Glad,Wear an umbrella and watch the rain.,,,,,기쁘다,우산을 쓰고 비를 감상한다.,,,,04:13,90,12698.763913055400
515,adult,train,female,20.0,I,Glad,to be waiting for sb under an umbrella,,,,나,기쁘다,우산을 쓰고 누군가를 기다리고 있다,,,,02:59,80,14946.165087254800
516,adult,train,female,20.0,,Happy,I'm playing with my dog in a raincoat.,,,,,행복하다,우비를 입고 강아지랑 놀고있다.,,,,03:16,99,8773.162966152180
517,adult,train,male,24.0,Hwang Chul Soon,Happy,I don't use an umbrella because I'm a real man,,,,황철순,행복하다,상남자 헬창이라 우산을 안쓴다,,,,03:28,156,16349.376938433300
518,adult,train,male,24.0,,Sad,I'm getting wet because I left my umbrella behind,,,,,슬프다,우산을 두고와서 비를 맞고있다,,,,03:26,59,10917.424612500100
519,adult,train,female,55.0,Imagination,Happy,have in mind,,,,상상,행복하다,생각하고 있다,,,,02:45,100,18866.873340734100
520,adult,test,male,20.0,I,Happy,be enjoying the rain,,,,나,행복하다,비를 즐기고 있다,,,,01:27,57,9738.104724565030
521,adult,test,male,20.0,I,Want to avoid it,keep an umbrella,,,,나,피하고싶다,우산을 쓰고 있다,,,,01:26,76,8832.400244673970
522,adult,train,male,21.0,,Want to avoid it,I'm looking at the road I didn't know with an umbrella.,,,,,피하고싶다,우산을 쓰고 모르던 길을 바라보고 있다.,,,,02:48,59,12644.821306076700
525,adult,test,female,21.0,I,Angry,to be walking in the rain,,,,나,화가난다,비를 맞으며 걸어가고 있다,,,,02:24,62,10546.37000210740
526,adult,train,female,20.0,,Glad,Walking with an umbrella,,,,,기쁘다,우산 쓰고 걷는중,,,,01:50,72,13668.855123862400
527,adult,test,male,20.0,I,Awesome,be in the rain,,,,나,신난다,비를 맞고있다(비가 목적임),,,,03:35,157,12950.161455460800
528,adult,train,male,22.0,I,It is cool,to enjoy getting wet in the rain,,,,나,시원하다,비 맞기를 즐기고있다,,,,01:48,40,12887.599690132500
529,adult,train,female,22.0,The third time,Want to avoid it,"First of all, I'm going home because I don't have one!!!",,,,제 3의 타임,피하고싶다,우선이 없어서 집에간다!!!,,,,01:01,18,4063.1810351645900
530,adult,test,female,23.0,,Lonely,to be walking in the rain,,,,,외롭다,비를 맞으며 걸어가고 있다,,,,05:16,96,11858.395502143600
531,adult,train,male,20.0,an anonymous man,Sad,Running home with an umbrella,,,,익명의 남자,슬프다,우산쓰고 집으로 뛰어가는중,,,,01:51,75,15044.609096178800
532,adult,train,female,20.0,,Happy,I'm looking at the scenery with an umbrella,,,,,행복하다,우산을 쓰고 풍경을 구경하고있다,,,,02:22,54,4462.360213636820
536,adult,train,female,20.0,,Lonely,to be in the rain looking up at the sky,,,,,외롭다,하늘을 올려다보며 비를 맞고있다,,,,02:06,107,20685.750470923900
537,adult,train,female,21.0,a fictional character,Lonely,"I'm on my way home from an appointment, and I'm in the rain because I don't have",,,,가상의 인물,외롭다,약속 끝나고 귀가하다가 우산이 없어 비를 맞고 있는 상태,,,,03:03,52,9495.960357556620
538,adult,test,male,20.0,I,Happy,Listening to hip-hop in the rain and enjoying the atmosphere,,,,나,행복하다,비를 맞으며 힙합을 들으며 풍류를 즐기는중,,,,03:33,115,9889.87173293762
539,adult,train,female,20.0,I,Sad,Avoiding the rain,,,,나,슬프다,비를 피하는중,,,,01:47,66,24308.726487492000
540,adult,train,female,20.0,,Want to avoid it,Wear an umbrella and watch the rain.,,,,,피하고싶다,우산을 쓰고 비를 감상한다.,,,,01:33,52,6968.960769165260
541,adult,test,female,21.0,,Happy,I walk thoughtlessly,,,,,행복하다,무심코 사색에 잠겨서 걸어간다,,,,03:17,75,11475.041532036100
542,adult,train,female,29.0,,Want to avoid it,I'm on my way home,,,,,피하고싶다,집에가고있다,,,,02:14,55,11126.44616748350
543,adult,train,male,20.0,,Glad,keep an umbrella,,,,,기쁘다,우산을 쓰고 있다,,,,04:21,279,31623.43076996180
544,adult,train,female,22.0,,Glad,Walking with an umbrella,,,,,기쁘다,우산 쓰고 걷는중,,,,03:09,71,8591.336229277090
545,adult,train,female,21.0,,Lonely,I look at the street with an umbrella,,,,,외롭다,우산을 쓰고 거리를 쳐다본다,,,,06:52,157,40440.26046078660
546,adult,test,male,26.0,,Happy,look at the rainy scenery,,,,,행복하다,비내리는 경치를 바라본다,,,,01:45,53,13570.269054597900
547,adult,train,male,20.0,a passing party of citizens,Happy,to enjoy getting wet in the rain,,,,지나가는 시민 일행,행복하다,비 맞는 것을 즐기고 있다,,,,03:21,131,13365.446122657500
548,adult,test,female,21.0,It's raining and wearing a raincoat,Happy,Just standing with an umbrella in a raincoat.,,,,그냥 비오고 우비를 쓴 주인공,행복하다,우비를 쓴 채 우산을 든 채 그냥 서있다.,,,,03:07,87,12173.08808884640
549,adult,train,female,21.0,a man of some reason,Sad,"I have an umbrella, but I wanted to get rained on.",,,,무언가 사정이 있는 사람,슬프다,우산으루가지고 있지만 비를 맞고 싶었다.,,,,02:53,113,14723.98732553310
550,adult,train,female,26.0,,"Watching the rain right in front of me, I didn't get rained on much, but I liked the smell of rain and soil",look at the rainy scenery,,,,,비오는걸 바로앞에서 구경하면서 비는 별로 맞지않는데 비냄새 흙냄새를 맡아서 오히려좋아 기분 좋은상태,비내리는 경치를 바라본다,,,,03:59,77,9930.939517345890
552,adult,test,female,24.0,I went out without an umbrella and I'm enduring the rain,Comfortable,be drizzled with rain,,,,우산 없이 나갔다가 비 맞는 나 이정도면 감수하고 지나가는 중,편안하다,가랑비응 맞고 있다,,,,03:57,45,5510.936437394360
553,adult,train,female,20.0,,have no idea,I'm walking with an umbrella,,,,,아무 생각 없다,우산 쓰고 걸어가고 있다,,,,03:15,50,9098.542444435890
554,adult,train,female,20.0,,Happy,"I have an umbrella, but I want to get hit, so I'm getting hit..",,,,,행복하다,우산이 있지만 맞고싶어서 맞는 중..,,,,02:46,28,3335.631191262260
555,adult,train,male,20.0,,Sad,be in the rain,,,,,슬프다,비를 맞고 있다,,,,02:13,45,6443.254789237900
556,adult,train,male,19.0,,Happy,be smiling,,,,,행복하다,미소짓고 있다,,,,08:54,122,20254.256393785500
557,adult,test,female,22.0,,Happy,I'm walking in the rain with an umbrella,,,,,행복하다,우산 쓰고 비속에서 걷고있다,,,,01:31,94,20655.906628139800
559,adult,train,male,21.0,I,Happy,Dancing,,,,나,행복하다,춤추기,,,,02:36,67,27162.258946444500
560,adult,test,female,19.0,I,Glad,be on one's way home,,,,나,기쁘다,집에 가고 있다,,,,02:19,54,12326.979973076800
561,adult,train,male,30.0,a man of some reason,Lonely,just stay still,,,,무언가 사정이 있는 사람,외롭다,그냥 가만히 있다,,,,02:08,164,18901.346990730300
562,adult,train,male,29.0,,Want to avoid it,Walking with an umbrella,,,,,피하고싶다,우산 쓰고 걷는중,,,,03:24,63,16053.21918831560
563,adult,train,female,20.0,I,Happy,to be waiting for sb under an umbrella,,,,나,행복하다,우산을 쓰고 누군가를 기다리고 있다,,,,01:11,58,10311.18237368270
564,adult,train,female,19.0,,Lonely,leave school with an umbrella.,,,,,외롭다,우산을쓰고 하교를 하고 ㅣㅆ다.,,,,03:29,93,22054.17421069020
565,adult,train,female,20.0,,It's just so-so,keep an umbrella,,,,,그냥 그렇다,우산을 쓰고 있다,,,,02:42,47,8131.926148134300
566,adult,train,female,20.0,,Want to avoid it,keep out of the rain with an umbrella,,,,,피하고싶다,우산을 쓰고 비를 피하고 있다,,,,02:07,63,11913.671876117100
567,adult,train,female,21.0,a man of some reason,Happy,just stay still,,,,무언가 사정이 있는 사람,행복하다,그냥 가만히 있다,,,,02:51,60,9912.578202875070
568,adult,train,male,23.0,,It's too bad.,Lie dead.,,,,,아쉽다, 죽어있다,,,,03:00,74,13177.019496630300
569,adult,test,male,21.0,,Happy,I'm on my way home,,,,,행복하다,집에가고있다,,,,03:31,98,9954.65266486294
570,adult,train,female,20.0,,It's just so-so,be on one's way home with an umbrella,,,,,그냥그렇다,우산을 쓰고 집애 가고 있다,,,,02:37,48,7824.466679401330
571,adult,test,female,20.0,,Want to avoid it,"I used an umbrella, but I can't avoid the rain well.",,,,,피하고싶다,우산을 썼지만 비를 잘 못 피한다.,,,,02:29,69,16668.446851157000
572,adult,test,female,21.0,,Glad,I'm waiting for my friend with an umbrella,,,,,기쁘다,우산을 쓰고 친구를 기다리고 있다,,,,01:30,67,14217.606138758100
573,adult,test,female,21.0,,Want to avoid it,Walking with an umbrella,,,,,피하고싶다,우산 쓰고 걷는중,,,,01:28,49,11955.476147727100
574,adult,train,non-binary,22.0,,Have no idea.,keep an umbrella,,,,,아무 생각이 없다,우산 쓰고 있다,,,,01:15,34,8254.592157876410
575,adult,train,female,21.0,,Lonely,stand in a raincoat,,,,,외롭다,우비를 입고 서있다,,,,01:36,32,7490.777585257120
576,adult,test,male,21.0,,Lonely,I walk thoughtlessly,,,,,외롭다,무심코 사색에 잠겨서 걸어간다,,,,01:19,93,9718.635091082870
577,adult,train,female,20.0,I,Glad,to be walking in the rain,,,,나,기쁘다,비를 맞으며 걸어가고 있다,,,,05:29,118,10553.068888490900
578,adult,train,female,20.0,an imaginary lover,It's cold,Wear an umbrella and watch the rain. But I'm shaking because it's cold.,,,,연인.상상속의 연인,춥다,우산을 쓰고 비를 감상한다. 하지만 추워서 떨고있다.,,,,04:53,103,12584.25301013770
579,adult,test,female,20.0,I,Want to avoid it,I'm on the phone. I'm waiting for my friend because I don't have an umbrella.,,,,나,피하고싶다,전화를 하고 있다. 우산이 없기 때문에 친구를 기다리고 있다.,,,,05:20,130,13666.460281653200
580,adult,train,female,27.0,,Happy,be enjoying the rain,,,,,행복하다,비를 즐기고 있다,,,,01:25,29,7249.012268612290
581,adult,train,female,24.0,,Comfortable,just stay still,,,,,편안하다,그냥 가만히 있다,,,,02:17,60,12014.632896308600
582,adult,train,female,22.0,,I want to go home,I'm using an umbrella because it's raining.,,,,,집에 가고 싶다.,비가 와서 우산을 쓰고 있다.,,,,03:31,79,12178.488739255700
584,adult,test,female,24.0,,I don't care much,be in the rain with an umbrella,,,,,별 생각 없다,우산을 쓰고 비를 맞소있다,,,,01:49,72,11624.073906192000
585,adult,train,female,21.0,I went out without an umbrella and I'm enduring the rain,Glad,just stay still,,,,우산 없이 나갔다가 비 맞는 나 이정도면 감수하고 지나가는 중,기쁘다,그냥 가만히 있다,,,,01:48,52,10248.555637130600
587,adult,train,male,20.0,,Glad,share an umbrella with,,,,,기쁘다,함께 우산을 쓴다,,,,02:38,66,11901.500847347300
588,adult,test,male,24.0,I,Glad,I'm giving my son an umbrella,,,,나,기쁘다,아들에게우산을주고있다,,,,02:53,98,15584.28633484990
589,adult,train,female,23.0,I,It is cool.,be enjoying the rain,,,,나,시원하다,비를 즐기고 있다,,,,02:09,46,8142.166625544350
590,adult,train,female,23.0,smiling me,Happy,I go home with an umbrella,,,,웃는 나,행복하다,우산을 쓰고 집에 간다,,,,02:28,24,4893.328921300430
591,adult,train,female,22.0,,Sad,keep out of the rain with an umbrella,,,,,슬프다,우산을 쓰고 비를 피하고 있다,,,,03:42,135,19881.841722838000
